catering,scenic_spots,public_facilities,companies,shopping,transportation,financial,science_education,housing,life_services,sports_leisure,medical,government
0.0,0.18132265721612492,0.36264531443224984,0.0,0.18132265721612492,0.2873896122186744,0.0,0.42101817202975117,0.36264531443224984,0.0,0.5439679716483747,0.2873896122186744,0.18132265721612492
0.15810352009475775,0.25058815058220485,0.15810352009475775,0.0,0.25058815058220485,0.0,0.36710500520860667,0.15810352009475775,0.7757966758855693,0.0,0.25058815058220485,0.0,0.0
0.3768665405788469,0.3768665405788469,0.48125458065040194,0.21276943998095726,0.2684851406694447,0.48125458065040194,0.2684851406694447,0.0,0.0,0.0,0.0,0.13424257033472234,0.21276943998095726
0.39075808480079083,0.3509962620928588,0.0,0.0,0.23959222274601186,0.30233172410955794,0.3509962620928588,0.3509962620928588,0.0,0.0,0.30233172410955794,0.42437622688656457,0.23959222274601186
0.0,0.3848793703117748,0.14889166485177277,0.0,0.0,0.3457157397138844,0.0,0.4946074045656572,0.29778332970354554,0.0,0.4466749945553183,0.29778332970354554,0.29778332970354554
0.0,0.37608403582108,0.29108002960386364,0.0,0.5014453810947734,0.32405437657245467,0.44941572184614803,0.12536134527369336,0.1986930312987613,0.32405437657245467,0.0,0.1986930312987613,0.12536134527369336
0.0,0.31143392423687943,0.19649292907256627,0.0,0.19649292907256627,0.19649292907256627,0.0,0.0,0.19649292907256627,0.19649292907256627,0.819360777546325,0.19649292907256627,0.0
0.4109496201902804,0.3807975923370939,0.48694629243522614,0.0,0.321811298926226,0.4478527198171048,0.18168662505010075,0.11463149757008985,0.18168662505010075,0.0,0.11463149757008985,0.0,0.2292629951401797
0.3028432569636359,0.3028432569636359,0.0,0.0,0.47999520588362404,0.3028432569636359,0.7031802666910589,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9486832980505139,0.0,0.0,0.0,0.316227766016838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23522812126169967,0.23522812126169967,0.0,0.0,0.0,0.23522812126169967,0.0,0.37282775131488294,0.37282775131488294,0.0,0.7456555026297659,0.0,0.0
0.18979696813999017,0.4559252477649209,0.33617669342774714,0.23949710867434748,0.23949710867434748,0.11974855433717374,0.11974855433717374,0.33617669342774714,0.2780475326376296,0.0,0.44312230665925445,0.0,0.33617669342774714
